Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	7.197	0.2907	4.34	0.4532	2.62
6	Standard 2	Calibration Standard	7.137	0.7721	5.35	1.2037	6.78
7	Standard 3	Calibration Standard	7.177	1.7715	6.07	2.7617	14.37
8	Standard 4	Calibration Standard	7.043	10.0207	6.91	15.6219	67.65
9	Standard 5	Calibration Standard	6.993	20.0292	7.01	31.2249	121.99
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	7.137	0.0886	19.85	0.138	0.13
12	1_SWH_202406_UP_LysA_10cm	Unknown	7.197	3.199	0.66	0.0997	0.32
13	2_SWH_202406_UP_LysA_20cm	Unknown	7.23	8.7338	1.71	0.2723	1.27
14	3_SWH_202406_UP_LysA_45cm	Unknown	7.21	2.7317	0.56	0.0852	0.26
15	4_SWH_202406_UP_LysB_10cm	Unknown	7.18	3.055	0.56	0.0953	0.36
16	5_SWH_202406_UP_LysB_20cm	Unknown	7.153	5.9011	1.49	0.184	0.57
17	6_SWH_202406_UP_LysB_45cm	Unknown	7.16	2.0371	0.42	0.0635	0.19
18	7_SWH_202406_UP_LysC_10cm	Unknown	7.223	6.7895	1.38	0.2117	0.81
19	8_SWH_202406_UP_LysC_20cm	Unknown	7.163	3.0303	0.62	0.0945	0.29
20	9_SWH_202406_UP_LysC_45cm	Unknown	7.137	1.7745	0.35	0.0553	0.07
